Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
1592|3002046|160|10|SUBDIVIDE LA PRESENTE GUIA REVALIDADA MEDUO4818649 SIENDO ESTA LA 2DA OPERACION , QUEDANDO POR|1|2023-03-06 18:03:04|
1592|3002046|160|11|DESPACHAR 9 BULTOS CON PESO BRUTO DE 7,518.00 KGS.|1|2023-03-06 18:03:04|
1592|3002046|160|12|DE CONFIRMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 18:03:04|
1592|3002046|160|13|SUBDIVIDE LA PRESENTE FACTURA NO.22CFTT374016-1  SIENDO ESTA LA 2DA Y ULTIMA OPERACION , QUEDANDO CONCLUIDA ESTA OPERACI|1|2023-03-06 18:03:04|
1592|3002046|160|14|ON.|1|2023-03-06 18:03:04|
1592|3002046|160|15|ESTA OPERACION SE RELACIONA CON LOS PEDIMENTOS:23-16-1592-3002037, 23-16-1592-3002049, 23-16-1592-3002047, 23-16-1592-30|1|2023-03-06 18:03:04|
1592|3002046|160|16|02061 CON FECHA DE PAGO 01-03-2023.|1|2023-03-06 18:03:04|
1592|3002047|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-06 17:03:02|
1592|3002047|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-06 17:03:02|
1592|3002047|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-06 17:03:02|
1592|3002047|160|4|EXTERIOR VIGENTE|1|2023-03-06 17:03:02|
1592|3002047|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO|1|2023-03-06 17:03:02|
1592|3002047|160|6|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-06 17:03:02|
1592|3002047|160|7|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-06 17:03:02|
1592|3002047|160|8|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-06 17:03:02|
1592|3002047|160|9|DE CONFORMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 17:03:02|
1592|3002047|160|10|SUBDIVIDE LA PRESENTE GUIA REVALIDADA MEDUO4818649 SIENDO ESTA LA 3RA OPERACION, QUEDANDO POR|1|2023-03-06 17:03:02|
1592|3002047|160|11|DESPACHAR 8 BULTOS CON PESO BRUTO DE 6,853.50 KGS.|1|2023-03-06 17:03:02|
1592|3002047|160|12|DE CONFIRMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 17:03:02|
1592|3002047|160|13|SUBDIVIDE LA PRESENTE FACTURA NO.22CFTT374016-2 SIENDO ESTA LA 2DA Y ULTIMA OPERACION , QUEDANDO|1|2023-03-06 17:03:02|
1592|3002047|160|14|CONCLUIDA ESTA OPERACION.|1|2023-03-06 17:03:02|
1592|3002047|160|15|ESTA OPERACION SE RELACIONA CON LOS PEDIMENTOS:23-16-1592-3002037, 23-16-1592-3002046, 23-16-1592-3002049, 23-16-1592-30|1|2023-03-06 17:03:02|
1592|3002047|160|16|02061 CON FECHA DE PAGO 01-03-2023.|1|2023-03-06 17:03:02|
1592|3002049|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-06 17:03:02|
1592|3002049|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-06 17:03:02|
1592|3002049|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-06 17:03:02|
1592|3002049|160|4|EXTERIOR VIGENTE|1|2023-03-06 17:03:02|
1592|3002049|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO|1|2023-03-06 17:03:02|
1592|3002049|160|6|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-06 17:03:02|
1592|3002049|160|7|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-06 17:03:02|
1592|3002049|160|8|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-06 17:03:02|
1592|3002049|160|9|DE CONFORMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 17:03:02|
1592|3002049|160|10|SUBDIVIDE LA PRESENTE GUIA REVALIDADA MEDUO4818649 SIENDO ESTA LA 4TA OPERACION , QUEDANDO POR DESPACHAR 8 BULTOS CON UN|1|2023-03-06 17:03:02|
1592|3002049|160|11|PESO DE 102.76 KG.|1|2023-03-06 17:03:02|
1592|3002049|160|12|DE CONFIRMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 17:03:02|
1592|3002049|160|13|SUBDIVIDE LA PRESENTE FACTURA NO.22CFTT374016-3 SIENDO ESTA LA 1RA OPERACION , QUEDANDO|1|2023-03-06 17:03:02|
1592|3002049|160|14|POR DEPACHAR UN VALOR DE $1,134.26 USD.|1|2023-03-06 17:03:02|
1592|3002049|160|15|ESTA OPERACION SE RELACIONA CON LOS PEDIMENTOS:23-16-1592-3002037, 23-16-1592-3002046, 23-16-1592-3002047, 23-16-1592-30|1|2023-03-06 17:03:02|
1592|3002049|160|16|02061 CON FECHA DE PAGO 01-03-2023.|1|2023-03-06 17:03:02|
1592|3002061|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-06 17:03:03|
1592|3002061|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-06 17:03:03|
1592|3002061|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-06 17:03:03|
1592|3002061|160|4|EXTERIOR VIGENTE|1|2023-03-06 17:03:03|
1592|3002061|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO|1|2023-03-06 17:03:03|
1592|3002061|160|6|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-06 17:03:03|
1592|3002061|160|7|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-06 17:03:03|
1592|3002061|160|8|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-06 17:03:03|
1592|3002061|160|9|DE CONFORMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 17:03:03|
1592|3002061|160|10|SUBDIVIDE LA PRESENTE GUIA REVALIDADA MEDUO4818649 SIENDO ESTA LA 5TA Y ULTIMA OPERACION , QUEDANDO QUEDANDO ASI CONCLUI|1|2023-03-06 17:03:03|
1592|3002061|160|11|DA.|1|2023-03-06 17:03:03|
1592|3002061|160|12|DE CONFIRMIDAD CON EL ARTICULO 65 SEGUNDO PARRAFO DEL REGLAMENTO DE LA LEY ADUANERA EN VIGOR, SE|1|2023-03-06 17:03:03|
1592|3002061|160|13|SUBDIVIDE LA PRESENTE FACTURA NO.22CFTT374016-3 SIENDO ESTA LA 2DA Y ULTIMA OPERACION QUEDANDO ASI CONCLUIDO.|1|2023-03-06 17:03:03|
1592|3002061|160|14|ESTA OPERACION SE RELACIONA CON LOS PEDIMENTOS:23-16-1592-3002037, 23-16-1592-3002046, 23-16-1592-3002047, 23-16-1592-30|1|2023-03-06 17:03:03|
1592|3002061|160|15|02049 CON FECHA DE PAGO 01-03-2023.|1|2023-03-06 17:03:03|
1592|3002076|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-23 12:03:00|
1592|3002076|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-23 12:03:00|
1592|3002076|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-23 12:03:00|
1592|3002076|160|4|EXTERIOR VIGENTE|1|2023-03-23 12:03:00|
1592|3002076|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO|1|2023-03-23 12:03:00|
1592|3002076|160|6|-ESCRITO NOM 050|1|2023-03-23 12:03:00|
1592|3002076|160|7|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-23 12:03:00|
1592|3002076|160|8|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-23 12:03:00|
1592|3002076|160|9|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-23 12:03:00|
1592|3002079|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-23 12:03:02|
1592|3002079|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-23 12:03:02|
1592|3002079|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-23 12:03:02|
1592|3002079|160|4|EXTERIOR VIGENTE|1|2023-03-23 12:03:02|
1592|3002079|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO|1|2023-03-23 12:03:02|
1592|3002079|160|6|- ESCRITO NOM 050|1|2023-03-23 12:03:02|
1592|3002079|160|7|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-23 12:03:02|
1592|3002079|160|8|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-23 12:03:02|
1592|3002079|160|9|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-23 12:03:02|
1592|3002081|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-24 20:03:00|
1592|3002081|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-24 20:03:00|
1592|3002081|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-24 20:03:00|
1592|3002081|160|4|EXTERIOR VIGENTE|1|2023-03-24 20:03:00|
1592|3002081|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO|1|2023-03-24 20:03:00|
1592|3002081|160|6|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-24 20:03:00|
1592|3002081|160|7|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-24 20:03:00|
1592|3002081|160|8|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-24 20:03:00|
1592|3002082|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA  EN VIGOR Y REGLA 3.1.8, 1.9.18, 3.1.31 DE LAS GENE|1|2023-03-24 19:03:01|
1592|3002082|160|2|RALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-24 19:03:01|
1592|3002082|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO EXTERIOR VIGENTE|1|2023-03-24 19:03:01|
1592|3002082|160|4|-CONOCIMIENTO DE EMBARQUE MARITUMO REVALIDADO|1|2023-03-24 19:03:01|
1592|3002082|160|5|-CARTA NOM 050|1|2023-03-24 19:03:01|
1592|3002082|160|6|EN EL VALOR DE LA MERCNACIA VA INCLUIDO EL PAGO DE INTEGREMENTABLES (FLETE Y SEGURO)|1|2023-03-24 19:03:01|
1592|3002082|160|7|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL IMPORTADOR, DE CONFORMID|1|2023-03-24 19:03:01|
1592|3002082|160|8|AD CON EL ARTICULO 54 DE LA LEY ADUANAERA EN VIGOR|1|2023-03-24 19:03:01|
1592|3002085|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-03-29 16:03:03|
1592|3002085|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-03-29 16:03:03|
1592|3002085|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-03-29 16:03:03|
1592|3002085|160|4|EXTERIOR VIGENTE|1|2023-03-29 16:03:03|
1592|3002085|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO: ONEYNB2BPF496900|1|2023-03-29 16:03:03|
1592|3002085|160|6|-CARTA NOM|1|2023-03-29 16:03:03|
1592|3002085|160|7|EN EL VALOR DE LA MERCANCIA VA INCLUIDO EL PAGO DE INCREMENTABLES (FLETE Y SEGURO)|1|2023-03-29 16:03:03|
1592|3002085|160|8|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-03-29 16:03:03|
1592|3002085|160|9|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-03-29 16:03:03|
1592|3002092|160|1|DE CONFORMIDAD CON EL ARTICULO 36 , 36-A Y 59-A DE LA LEY ADUANERA VIGENTE (TRANSMISION Y PRESENTACION DE|1|2023-04-14 09:04:04|
1592|3002092|160|2|DOCUMENTOS ELECTRONICOS Y DIGITALES) Y A LAS REGLAS 1.9.18, 3.1.8 Y DE LAS GENERALES DE COMERCIO|1|2023-04-14 09:04:04|
1592|3002092|160|3|EXTERIOR.|1|2023-04-14 09:04:04|
1592|3002092|160|4|SE DIGITALIZA:|1|2023-04-14 09:04:04|
1592|3002092|160|5|-FACTURA COMERCIAL.|1|2023-04-14 09:04:04|
1592|3002092|160|6|-CONOCIMIENTO MARITIMO REVALIDADO: MEDUU7621029|1|2023-04-14 09:04:04|
1592|3002092|160|7|-CARTA 3.1.8|1|2023-04-14 09:04:04|
1592|3002092|160|8|-ESCRITO PRESENTADO ANTE ADACE FOLIO 02046|1|2023-04-14 09:04:04|
1592|3002092|160|9|LA PRESENTE OPERACION SE REALIZA DE CONFORMIDAD CON EL ARTICULO 54 FRACCION I Y II DE LA LEY ADUANERA EN|1|2023-04-14 09:04:04|
1592|3002092|160|10|VIGOR.|1|2023-04-14 09:04:04|
1592|3002093|160|1|DE CONFORMIDAD CON EL ARTICULO 36 , 36-A Y 59-A DE LA LEY ADUANERA VIGENTE (TRANSMISION Y PRESENTACION DE|1|2023-03-31 12:03:01|
1592|3002093|160|2|DOCUMENTOS ELECTRONICOS Y DIGITALES) Y A LAS REGLAS 1.9.18, 3.1.8 Y DE LAS GENERALES DE COMERCIO|1|2023-03-31 12:03:01|
1592|3002093|160|3|EXTERIOR.|1|2023-03-31 12:03:01|
1592|3002093|160|4|SE DIGITALIZA:|1|2023-03-31 12:03:01|
1592|3002093|160|5|-FACTURA COMERCIAL.|1|2023-03-31 12:03:01|
1592|3002093|160|6|-CONOCIMIENTO MARITIMO REVALIDADO: YMLUC226029183|1|2023-03-31 12:03:01|
1592|3002093|160|7|-CARTA 3.1.8|1|2023-03-31 12:03:01|
1592|3002093|160|8|-AGREGAR ESCRITO PRESENTADO ANTE ADACE FOLIO 02046|1|2023-03-31 12:03:01|
1592|3002093|160|9|LA PRESENTE OPERACION SE REALIZA DE CONFORMIDAD CON EL ARTICULO 54 FRACCION I Y II DE LA LEY ADUANERA EN|1|2023-03-31 12:03:01|
1592|3002093|160|10|VIGOR.|1|2023-03-31 12:03:01|
1592|3002094|160|1|DE CONFORMIDAD CON EL ARTICULO 36 , 36-A Y 59-A DE LA LEY ADUANERA VIGENTE (TRANSMISION Y PRESENTACION DE|1|2023-03-31 16:03:04|
1592|3002094|160|2|DOCUMENTOS ELECTRONICOS Y DIGITALES) Y A LAS REGLAS 1.9.18, 3.1.8 Y DE LAS GENERALES DE COMERCIO|1|2023-03-31 16:03:04|
1592|3002094|160|3|EXTERIOR.|1|2023-03-31 16:03:04|
1592|3002094|160|4|SE DIGITALIZA:|1|2023-03-31 16:03:04|
1592|3002094|160|5|-FACTURA COMERCIAL.|1|2023-03-31 16:03:04|
1592|3002094|160|6|-CONOCIMIENTO MARITIMO REVALIDADO: YMLUC226029177|1|2023-03-31 16:03:04|
1592|3002094|160|7|-CARTA 3.1.8|1|2023-03-31 16:03:04|
1592|3002094|160|8|-ESCRITO PRESENTADO ANTE ADACE FOLIO 02046|1|2023-03-31 16:03:04|
1592|3002094|160|9|LA PRESENTE OPERACION SE REALIZA DE CONFORMIDAD CON EL ARTICULO 54 FRACCION I Y II DE LA LEY ADUANERA EN|1|2023-03-31 16:03:04|
1592|3002094|160|10|VIGOR.|1|2023-03-31 16:03:04|
1592|3002095|160|1|DE CONFORMIDAD CON EL ARTICULO 36 , 36-A Y 59-A DE LA LEY ADUANERA VIGENTE (TRANSMISION Y PRESENTACION DE|1|2023-04-14 09:04:03|
1592|3002095|160|2|DOCUMENTOS ELECTRONICOS Y DIGITALES) Y A LAS REGLAS 1.9.18, 3.1.8 Y DE LAS GENERALES DE COMERCIO|1|2023-04-14 09:04:03|
1592|3002095|160|3|EXTERIOR.|1|2023-04-14 09:04:03|
1592|3002095|160|4|SE DIGITALIZA:|1|2023-04-14 09:04:03|
1592|3002095|160|5|-FACTURA COMERCIAL.|1|2023-04-14 09:04:03|
1592|3002095|160|6|-CONOCIMIENTO MARITIMO REVALIDADO: MEDUU7621078|1|2023-04-14 09:04:03|
1592|3002095|160|7|-CARTA 3.1.8|1|2023-04-14 09:04:03|
1592|3002095|160|8|-ESCRITO PRESENTADO ANTE ADACE FOLIO 02046|1|2023-04-14 09:04:03|
1592|3002095|160|9|LA PRESENTE OPERACION SE REALIZA DE CONFORMIDAD CON EL ARTICULO 54 FRACCION I Y II DE LA LEY ADUANERA EN|1|2023-04-14 09:04:03|
1592|3002095|160|10|VIGOR.|1|2023-04-14 09:04:03|
1592|3002096|160|1|DE CONFORMIDAD CON EL ARTICULO 36 , 36-A Y 59-A DE LA LEY ADUANERA VIGENTE (TRANSMISION Y PRESENTACION DE|1|2023-03-31 16:03:03|
1592|3002096|160|2|DOCUMENTOS ELECTRONICOS Y DIGITALES) Y A LAS REGLAS 1.9.18, 3.1.8 Y DE LAS GENERALES DE COMERCIO|1|2023-03-31 16:03:03|
1592|3002096|160|3|EXTERIOR.|1|2023-03-31 16:03:03|
1592|3002096|160|4|SE DIGITALIZA:|1|2023-03-31 16:03:03|
1592|3002096|160|5|-FACTURA COMERCIAL.|1|2023-03-31 16:03:03|
1592|3002096|160|6|-CONOCIMIENTO MARITIMO REVALIDADO: YMLUC226029171|1|2023-03-31 16:03:03|
1592|3002096|160|7|-CARTA 3.1.8|1|2023-03-31 16:03:03|
1592|3002096|160|8|-ESCRITO PRESENTADO ANTE ADACE FOLIO 02046|1|2023-03-31 16:03:03|
1592|3002096|160|9|LA PRESENTE OPERACION SE REALIZA DE CONFORMIDAD CON EL ARTICULO 54 FRACCION I Y II DE LA LEY ADUANERA EN|1|2023-03-31 16:03:03|
1592|3002096|160|10|VIGOR.|1|2023-03-31 16:03:03|
1592|3002097|160|1|DE CONFORMIDAD CON EL ARTICULO 36 Y 36-A FRACC. I DE LA LEY ADUANERA EN VIGOR Y REGLA 3.1.8, 1.9.18,|1|2023-04-12 16:04:01|
1592|3002097|160|2|3.1.31 DE LAS GENERALES DE COMERCIO EXTERIOR VIGENTE, SE DIGITALIZA LO SIGUIENTE:|1|2023-04-12 16:04:01|
1592|3002097|160|3|-CARTA DIRIGIDA AL TITULAR DE LA ADUANA DE CONFORMIDAD CON LA REGLA 3.1.8 GENERALES DE COMERCIO|1|2023-04-12 16:04:01|
1592|3002097|160|4|EXTERIOR VIGENTE|1|2023-04-12 16:04:01|
1592|3002097|160|5|-CONOCIMIENTO DE EMBARQUE MARITIMO REVALIDADO: NBXG829257|1|2023-04-12 16:04:01|
1592|3002097|160|6|-CARTA NOM|1|2023-04-12 16:04:01|
1592|3002097|160|7|-FACTURA|1|2023-04-12 16:04:01|
1592|3002097|160|8|LA PRESENTE IMPORTACION SE REALIZA CONFORME A LA INFORMACION Y DOCUMENTOS PROPORCIONADOS POR EL|1|2023-04-12 16:04:01|
1592|3002097|160|9|IMPORTADOR, DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR.|1|2023-04-12 16:04:01|
1592|3002120|160|1|DE CONFORMIDAD CON EL ARTICULO 36 , 36-A Y 59-A DE LA LEY ADUANERA VIGENTE (TRANSMISION Y PRESENTACION DE|1|2023-04-24 16:04:04|
