Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
3471|5600860|160|6|EL CONTENEDOR: EITU1116811 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ7354|1|2025-11-14 16:30:07|
3471|5600793|160|13|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-14 15:49:02|
1925|5100829|160|7|EMBARQUE EGLV143559585404 SE SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA|1|2025-11-12 16:35:03|
1925|5001391|160|4|CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL|1|2025-11-13 11:32:03|
3043|5603391|523|1|DESTINATARIO CFMOTO POWERSPORTS INC NATHAN LANE N 5005 PLYMOUNTH MN 55442 USA TAX ID 22-3962475|1|2025-11-11 18:12:02|
3471|5600776|160|8|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-21 18:08:02|
3471|5600867|160|6|EL CONTENEDOR: TIIU6900473 SE DESPACHA CON NUMERO DE SELLO: EMCWGZ7134|1|2025-11-14 16:09:02|
3471|5600792|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-14 17:05:01|
1925|5001392|160|6|EMCWCS7264 Y EMCWCS7224 OPERACION DE LA QUE SE IMPORTAN 36 BULTOS, CON UN PESO DE 21,000.00 KGSEL CONOCIMIENTO DE|1|2025-11-13 13:04:03|
1925|5700239|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 17VA. OPERACION DE LA QUE SE IMPORTAN|1|2025-11-13 11:28:01|
3471|5600894|160|3|-FACTURA COMERCIAL|1|2025-11-21 23:57:03|
1925|5001388|160|4|3.1.8-FACTURA-PROSEC-IMMEXOPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E|1|2025-11-13 13:04:02|
1925|5700227|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 09:35:04|
1905|5019086|160|9|DOMICILIO: NO.116,WUZHOU ROAD,YUHANG ECONOMIC DEVELOPMENT ZONE, HANGZHOU 311100,ZHEJIANG|1|2025-11-13 17:17:02|
3471|5600799|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-14 15:49:03|
1925|5700217|160|4|CONTENEDOR: EITU9400399 SE DESPACHA CON NUMERO DE SELLO: EMCWHB4324.DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-13 09:58:01|
1925|5700212|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: CAAU5421001 SE DESPACHA CON NUMERO DE SELLO: EMCWHB4364.DE CONFORMIDAD CON EL|1|2025-11-12 18:08:01|
1925|5001393|160|8|SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5001386,5001387,5001388,5001389,5001390,5001391,5001392,5001394,|1|2025-11-13 11:32:03|
3471|5600863|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-14 16:10:03|
1925|5100828|160|4|3.1.8-FACTURA-IMMEX-PROSECOPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E|1|2025-11-12 16:35:04|
1925|5100832|160|4|DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL|1|2025-11-12 16:40:01|
1925|5700310|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: EITU1366678 SE DESPACHA CON NUMERO DE SELLO: EMCWHA2264DE CONFORMIDAD CON EL ARTICULO|1|2025-11-28 11:13:02|
3471|5600865|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-14 16:48:02|
1925|5700233|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 11MA. OPERACION DE LA QUE SE IMPORTAN|1|2025-11-13 10:43:02|
1925|5700232|160|5|ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 20NA.|1|2025-11-13 09:50:05|
3471|5600798|160|12|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA|1|2025-11-14 16:30:06|
3471|5600777|160|3|-FACTURA COMERCIAL|1|2025-11-21 12:26:02|
1925|5700211|160|6|BULTOS, CON UN PESO DE 2,902.92 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON|1|2025-11-12 18:07:01|
1925|5700203|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 10:28:03|
1925|5700217|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 09:58:01|
1925|5001374|160|9|5001380,5001381,5001382,5001383,5001384,5001328,5001385,CON FECHA DE PAGO DEL XX/XX/2025|1|2025-11-01 11:06:01|
1647|5006873|240|4|NO PAGA DTA CONFORME ART. 49 LEY FEDERAL DE DERECHOS|1|2025-11-01 09:27:01|
1925|5700212|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-12 18:08:01|
1925|5001389|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 11:32:02|
1925|5700210|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-12 17:57:01|
1925|5001391|160|6|OPERACION DE LA QUE SE IMPORTAN 3 BULTOS, CON UN PESO DE 500.00 KGSEL CONOCIMIENTO DE EMBARQUE EGLV143574065742 SE|1|2025-11-13 11:32:03|
1925|5700205|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 7MA. OPERACION DE LA QUE SE IMPORTAN 2|1|2025-11-13 10:42:02|
3471|5600782|160|6|EL CONTENEDOR: TIIU6542868 SE DESPACHA CON NUMERO DE SELLO: EMCWHB5704|1|2025-11-19 15:41:01|
3471|5600866|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL|1|2025-11-14 16:09:02|
1925|5700237|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 11:29:01|
1925|5700228|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 09:35:05|
1905|5017408|160|3|SE RELACIONA CON PEDIMENTO DE EXPORTACION NUMERO: 25 73 3658 5007079 DEL EXPORTADOR PRET COMPOSITE MATERIALS, S. DE R.L.|1|2025-11-14 18:36:06|
1925|5700342|160|7|DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-22 10:56:02|
1925|5100825|160|7|EMBARQUE EGLV143559585404 SE SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA|1|2025-11-12 16:35:02|
1925|5100824|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-12 16:35:04|
1925|5001386|160|5|INFORMACIONPROPORCIONADOS POR EL CLIENTE.LOS CONTENEDORES: EISU9449707 Y EITU9092017 SE DESPACHAN CON NUMEROS DE SELLOS:|1|2025-11-13 13:04:02|
1925|5700200|160|6|OPERACION DE LA QUE SE IMPORTAN 19 BULTOS, CON UN PESO DE 9516.75 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA|1|2025-11-13 10:25:05|
1925|5700213|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-12 18:15:00|
1925|5700215|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-12 18:20:01|
1925|5100828|160|9|5100828,5100829,5100830,5100831,5100832,|1|2025-11-12 16:35:04|
1925|5001388|160|7|EMBARQUE EGLV143574065742 SE SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA|1|2025-11-13 13:04:02|
3471|5600792|160|12|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-14 17:05:01|
3471|5600727|160|6|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-13 09:40:06|
1925|5700342|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-22 10:56:02|
1925|5700206|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-13 10:47:04|
1925|5700218|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-13 10:05:03|
1925|5001393|160|7|SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA 8VA. SUBDIVISION DE 10|1|2025-11-13 11:32:03|
1925|5700238|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 14:41:01|
1925|5700303|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 3RA. OPERACION DE LA QUE SE IMPORTAN 1|1|2025-11-28 10:59:01|
1925|5700240|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 11:24:02|
1925|5001393|160|5|CLIENTE.LOS CONTENEDORES: GAOU7294628 Y TXGU7760240 SE DESPACHAN CON NUMEROS DE SELLOS: EMCWCS7264 Y EMCWCS7224|1|2025-11-13 11:32:03|
1925|5700233|160|4|CONTENEDOR: EMCU8753923 SE DESPACHA CON NUMERO DE SELLO: EMCWEB7184.DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-13 10:43:02|
3471|5600799|160|15|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-14 15:49:03|
3471|5600862|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE SI|1|2025-11-14 16:48:01|
3043|5603394|520|1|DESTINATARIO CFMOTO POWERSPORTS INC|1|2025-11-11 18:08:02|
3471|5600867|160|10|3471 5600860,25 16 3471 560086125 16 3471 56008602,25 16 3471 5600863,25 16 3471 5600864,25 16 3471 5600865,25 16 3471|1|2025-11-14 16:09:02|
3471|5600796|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-14 17:16:03|
3471|5600799|160|9|CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA OCTAVA OPERACION DE LA QUE SE IMPORTAN 5 BULTOS, CON UN|1|2025-11-14 15:49:03|
1925|5700201|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 10:26:03|
1925|5700302|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-28 11:39:01|
1925|5100827|160|8|5TA. SUBDIVISION DE 10 SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5100823,5100824,5100825,5100826,5100827,|1|2025-11-12 16:35:05|
1925|5700207|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 9NA. OPERACION DE LA QUE SE IMPORTAN 8|1|2025-11-13 11:02:03|
1925|5100828|160|8|6MA. SUBDIVISION DE 10 SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5100823,5100824,5100825,5100826,5100827,|1|2025-11-12 16:35:04|
1925|5100831|160|9|5100828,5100829,5100830,5100831,5100832,|1|2025-11-12 16:35:03|
1925|5700270|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-19 09:41:03|
1925|5700234|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-13 10:44:02|
3471|5600858|160|9|2025.|1|2025-11-14 17:16:03|
1925|5700213|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-12 18:15:00|
1925|5700242|160|7|LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-13 11:23:02|
3471|5600792|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, S|1|2025-11-14 17:05:01|
1925|5700227|160|7|DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-13 09:35:04|
3043|5603321|523|6|NO PAGA DTA CONFORME ART. 49 LEY FEDERAL DE DERECHOS.|1|2025-11-10 18:13:01|
1925|5001395|160|5|CLIENTE.LOS CONTENEDORES: TLLU5840812 Y SKIU9100055 SE DESPACHAN CON NUMEROS DE SELLOS: EMCWHB4334 Y EMCWCS7284|1|2025-11-13 11:32:04|
3043|5603393|523|6|NO PAGA DTA CONFORME ART. 49 LEY FEDERAL DE DERECHOS.|1|2025-11-11 18:15:01|
1647|5006873|240|1|SE DECLARAN LOS NUMEROS DE COVE (S) CONFORME A LA RGCE 1.9.17 EN VIGOR|1|2025-11-01 09:27:01|
3471|5600942|160|14|952-1, SIENDO ESTA LA PRIMERA OPERACION DE LA QUE SE IMPORTA  UN VALOR DE 39,650.21 USD.|1|2025-11-27 18:24:03|
3471|5600867|160|9|PESO DE 2,396.00  KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600858 ,25 16 3471 5600859,25 16|1|2025-11-14 16:09:02|
1925|5001393|160|4|CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL|1|2025-11-13 11:32:03|
1925|5100823|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-12 16:31:00|
1925|5100823|160|9|5100828,5100829,5100830,5100831,5100832,|1|2025-11-12 16:31:00|
3471|5600950|160|15|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA COMERCIAL 25CFTT405|1|2025-11-27 18:19:02|
1925|5700228|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 09:35:05|
1925|5100829|160|8|7MA. SUBDIVISION DE 10 SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5100823,5100824,5100825,5100826,5100827,|1|2025-11-12 16:35:03|
1925|5700240|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-13 11:24:02|
1925|5100828|160|3|GENERAL EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA|1|2025-11-12 16:35:04|
3471|5600866|160|1|DE CONFORMIDAD CON EL ARTICULO 36, 36-A, FRACCION I DE LA LEY ADUANERA EN VIGOR, SE ANEXAN:|1|2025-11-14 16:09:02|
1925|5700200|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-13 10:25:05|
3043|5603394|520|3|SE DECLARAN LOS NUMEROS DE COVE (S) CONFORME A LA RGCE 1.9.17 EN VIGOR|1|2025-11-11 18:08:02|
1925|5700209|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE EMPAQUEEL|1|2025-11-12 17:57:01|
1925|5001393|160|6|OPERACION DE LA QUE SE IMPORTAN 4 BULTOS, CON UN PESO DE 3,790.00 KGSEL CONOCIMIENTO DE EMBARQUE EGLV143574065742 SE|1|2025-11-13 11:32:03|
3471|5600793|160|9|PESO DE 2469.92 KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600792, DE FECHA 12 DE NOVIEMBRE D|1|2025-11-14 15:49:02|
3471|5600948|160|14|OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACION|1|2025-11-27 18:38:02|
1925|5700201|160|6|BULTOS, CON UN PESO DE 340.64 KG.OPERACION DE CONFORMIDAD CON EL ARTICULO 54 DE LA LEY ADUANERA EN VIGOR, CON DOCUMENTOS|1|2025-11-13 10:26:03|
1925|5700208|160|4|EMPAQUE-IMMEX-PROSECEL CONTENEDOR: EISU8475065 SE DESPACHA CON NUMERO DE SELLO: EMCWEC5124.DE CONFORMIDAD CON EL|1|2025-11-13 11:04:05|
3471|5600859|160|2|-CONOCIMIENTO DE EMBARQUE|1|2025-11-14 17:16:03|
3471|5600864|160|9|PESO DE 20,225.00  KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600858 ,25 16 3471 5600859,25 1|1|2025-11-14 16:48:03|
3471|5600948|160|13|NTOS 25 16 3471 5600946 Y 25 16 3471 5600947 DE FECHA XX DE PENDIENTE DE 2025|1|2025-11-27 18:38:02|
1925|5001390|160|7|EMBARQUE EGLV143574065742 SE SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA|1|2025-11-13 13:04:03|
1925|5700225|160|2|DE CONFORMIDAD CON EL ARTICULO 36 DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER GENERAL|1|2025-11-12 18:30:04|
1905|5019086|160|5|VENDEDOR: ZF RESTRAINTS US INC.|1|2025-11-13 17:17:02|
1925|5100824|160|9|5100831,5100832,|1|2025-11-12 16:35:04|
1925|5001395|160|6|OPERACION DE LA QUE SE IMPORTAN 5 BULTOS, CON UN PESO DE 1,800.00 KGSEL CONOCIMIENTO DE EMBARQUE EGLV143574065742 SE|1|2025-11-13 11:32:04|
3471|5600862|160|12|STA LA PRIMERTA OPERACION DE LA QUE SE IMPORTA UN VALOR DE 105,177.01 USD DE FECHA 14 DE NOVIEMBRE DE 2025.|1|2025-11-14 16:48:01|
1925|5700203|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 5TA. OPERACION DE LA QUE SE IMPORTAN 2|1|2025-11-13 10:28:03|
1925|5001387|160|8|SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5001386,5001388,5001389,5001390,5001391,5001392,5001393,5001394,|1|2025-11-13 11:32:02|
1925|5100828|160|2|DE CONFORMIDAD CON EL ARTICULO 36, 36-A DE LA LEY ADUANERA EN VIGOR Y ASI COMO LO DISPUESTO EN LAS REGLAS DE CARACTER|1|2025-11-12 16:35:04|
1890|5110449|750|5|DOMICILIO: ANDADOR VECINAL VALLE REDONDO No. 9632, OTRA NO ESPECIFICADA EN EL CATALOGO TIJUANA, BC 22335 MEX|1|2025-11-11 10:21:00|
3471|5600766|160|10|3471 5600765  DE FECHA 19 DE NOVIEMBRE DE 2025.|1|2025-11-19 18:35:03|
3471|5600792|160|4|-LISTA DE EMPAQUE|1|2025-11-14 17:05:01|
3043|5603323|520|4|RETORNO DE IMPORTACION TEMPORAL CON EL PROGRAMA IMMEX NO. 482023 CONFORME ART. 108 DE LA LEY ADUANERA|1|2025-11-10 18:13:00|
1925|5001392|160|1|SE PRESENTA COMPROBANTE DE VALOR ELECTRONICO CON LOS DATOS CONTENIDOS EN FACTURA COMERCIAL CUMPLIENDO CON LOS REQUISITOS|1|2025-11-13 13:04:03|
1925|5001392|160|5|INFORMACIONPROPORCIONADOS POR EL CLIENTE.LOS CONTENEDORES: GAOU7294628 Y TXGU7760240 SE DESPACHAN CON NUMEROS DE SELLOS:|1|2025-11-13 13:04:03|
1925|5700297|160|3|EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA 3.1.8-FACTURA-LISTA DE|1|2025-11-27 13:25:01|
3471|5600858|160|7|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE SI|1|2025-11-14 17:16:03|
1925|5100825|160|3|GENERAL EN MATERIA DE COMERCIO EXTERIOR 1.9.18 EN VIGOR.-CONOCIMIENTO MARITIMO REVALIDADO-CARTA|1|2025-11-12 16:35:02|
3471|5600867|160|12|DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE LA FACTURA COMERCIAL, SIENDO E|1|2025-11-14 16:09:02|
1925|5001388|160|6|EMCWCS7154 Y EMCWCS5214 OPERACION DE LA QUE SE IMPORTAN 27 BULTOS, CON UN PESO DE 18,802.00 KGSEL CONOCIMIENTO DE|1|2025-11-13 13:04:02|
3471|5600865|160|8|CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA OCTAVA OPERACION DE LA QUE SE IMPORTAN 3 BULTOS, CON UN|1|2025-11-14 16:48:02|
3471|5600895|160|15|CONTRIBUCIONES     PED. ORIGINAL     RECTIFICACION     DIFERENCIAS|2|2025-11-15 11:53:02|
1925|5100830|160|7|SUBDIVIDE DE CONFORMIDAD CON EL ART.65 DEL REGLAMENTO DELA LEY ADUANERA, SIENDO ESTA LA 8VA. SUBDIVISION DE 10|1|2025-11-12 16:35:03|
3471|5600797|160|9|PESO DE 1620 KG, LA PRESENTE OPERACION SE RELACIONA CON LOS PEDIMENTOS 25 16 3471 5600792,25 16 3471 5600793,25 16 3471|1|2025-11-14 17:05:02|
1925|5001388|160|9|5001392,5001393,5001394,5001395 CON FECHA DE PAGO DEL XX/XX/2025|1|2025-11-13 13:04:02|
1925|5700213|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 5TA. OPERACION DE LA QUE SE IMPORTAN 2|1|2025-11-12 18:15:00|
3471|5600769|160|4|-LISTA DE EMPAQUE|1|2025-11-19 16:47:04|
1925|5700204|160|5|ARTICULO 65 DEL REGLAMENTO DE LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 6TA.|1|2025-11-13 10:37:02|
3471|5600797|160|3|-FACTURA COMERCIAL|1|2025-11-14 17:05:02|
1925|5700224|160|7|LEY ADUANERA EN VIGOR, CON DOCUMENTOS E INFORMACIONPROPORCIONADOS POR EL CLIENTE.|1|2025-11-12 18:26:02|
1925|5100881|160|8|SUBDIVISIONES, TENIENDO RELACIÓN CON LOSPEDIMENTOS 5100789,5100790,5100791,5100792,5100793,5100794,5100795,5100796,|2|2025-11-01 08:54:00|
3471|5600790|160|6|EL CONTENEDOR: TIIU5081170 SE DESPACHA CON NUMERO DE SELLO: EMCWHA0904|1|2025-11-19 18:29:02|
1925|5700211|160|5|LA LEY ADUANERA VIGENTE, SE SUBDIVIDE EL CONOCIMIENTO DE EMBARQUE, SIENDO ESTA LA 3RA. OPERACION DE LA QUE SE IMPORTAN 8|1|2025-11-12 18:07:01|
1925|5100827|160|6|EMCVYA9514 Y EMCVYA9004 OPERACION DE LA QUE SE IMPORTAN 31 BULTOS, CON UN PESO DE 18,028.00 KGSEL CONOCIMIENTO DE|1|2025-11-12 16:35:05|
3471|5600797|160|10|5600794,25 16 3471 5600795,25 16 3471 5600796 DE FECHA 14 DE NOVIEMBRE DE 2025.|1|2025-11-14 17:05:02|
1925|5700231|160|4|CONTENEDOR: EGSU1097397 SE DESPACHA CON NUMERO DE SELLO: EMCWHB2874.DE CONFORMIDAD CON EL ARTICULO 65 DEL REGLAMENTO DE|1|2025-11-13 09:49:02|
3471|5600727|160|7|PROPORCIONADOS POR EL CLIENTE.|1|2025-11-13 09:40:06|
