Patente|Pedimento|SeccionAduanera|TipoFecha|FechaOperacion|FechaValidacionPagoR
3471|6400045|160|1|2026-01-05|2026-01-07 16:14:05|
3471|6400243|160|1|2026-01-20|2026-01-22 15:02:02|
3577|6300109|521|2|2026-01-27|2026-01-27 11:03:01|
3471|6400097|160|2|2026-01-15|2026-01-15 09:00:02|
1614|6000087|160|1|2026-01-16|2026-01-19 17:37:01|
3471|6400184|160|2|2026-01-07|2026-01-07 15:07:03|
3471|6400244|160|1|2026-01-20|2026-01-22 15:23:02|
3471|6400203|160|1|2026-01-06|2026-01-09 12:45:04|
1925|6100028|160|1|2026-01-12|2026-01-22 17:03:05|
3471|6400233|160|1|2026-01-24|2026-01-28 15:10:03|
3043|6600189|520|5|2026-01-21|2026-01-31 13:51:01|
3471|6400028|160|1|2025-12-29|2026-01-02 13:48:01|
1925|6000042|160|1|2026-01-18|2026-01-22 14:06:02|
3178|6000234|160|1|2026-01-06|2026-01-15 22:14:01|
3178|6000153|160|1|2025-12-29|2026-01-08 16:05:03|
1925|6000111|160|2|2026-01-29|2026-01-29 11:24:04|
3471|6400182|160|2|2026-01-16|2026-01-16 11:23:05|
3577|6300069|521|1|2026-01-02|2026-01-15 13:55:01|
1925|6100027|160|2|2026-01-22|2026-01-22 11:36:01|
3471|6400275|160|1|2026-01-21|2026-01-28 13:23:02|
1614|6000517|160|1|2026-01-21|2026-01-28 13:35:03|
3897|6600501|240|1|2025-12-31|2026-01-15 14:30:04|
3577|6300088|521|2|2026-01-21|2026-01-21 17:18:01|
3471|6400049|160|2|2026-01-07|2026-01-07 14:59:02|
3471|6400220|160|2|2026-01-20|2026-01-20 12:40:04|
3471|6400247|160|1|2026-01-21|2026-01-26 11:44:04|
3471|6400015|160|1|2026-01-06|2026-01-09 18:05:07|
1614|6000092|160|1|2026-01-16|2026-01-19 17:38:06|
3471|6400066|160|1|2026-01-06|2026-01-08 17:14:05|
1925|6000051|160|2|2026-01-22|2026-01-22 14:05:05|
3178|6000154|160|2|2026-01-09|2026-01-09 12:32:04|
3471|6400013|160|2|2026-01-08|2026-01-08 16:38:09|
3471|6400076|160|2|2026-01-08|2026-01-08 16:37:03|
3471|6400186|160|2|2026-01-20|2026-01-20 17:50:04|
1925|6100037|160|2|2026-01-24|2026-01-24 12:30:02|
3577|6300040|521|2|2026-01-07|2026-01-07 11:44:01|
3471|6400241|160|2|2026-01-26|2026-01-26 09:17:02|
3178|6000561|160|2|2026-01-22|2026-01-22 17:22:04|
3178|6000865|160|2|2026-01-22|2026-01-22 17:22:03|
3471|6400219|160|1|2026-01-16|2026-01-20 12:40:05|
3471|6400129|160|2|2026-01-02|2026-01-02 16:00:06|
3471|6400215|160|1|2026-01-16|2026-01-20 12:39:02|
3471|6400183|160|1|2026-01-14|2026-01-16 11:23:05|
3471|6400156|160|2|2026-01-08|2026-01-08 17:21:04|
3178|6000517|160|1|2026-01-06|2026-01-13 21:54:01|
1614|6000513|160|2|2026-01-28|2026-01-28 13:34:04|
3471|6400064|160|2|2026-01-08|2026-01-08 18:20:10|
3897|6600515|240|1|2026-01-15|2026-01-15 11:00:08|
3471|6400167|160|1|2026-01-01|2026-01-07 14:52:02|
3178|6000841|160|1|2026-01-16|2026-01-22 13:43:05|
1647|6006708|240|2|2026-01-30|2026-01-30 21:12:02|
3471|6400018|160|1|2025-12-29|2026-01-02 19:08:01|
3043|6600095|523|2|2026-01-19|2026-01-19 18:48:01|
1614|6000511|160|1|2026-01-21|2026-01-23 19:24:02|
1614|6000071|160|2|2026-01-07|2026-01-07 20:03:02|
1925|6000109|160|1|2026-01-21|2026-01-29 11:24:04|
3471|6400049|160|1|2026-01-05|2026-01-07 14:59:02|
1925|6100038|160|2|2026-01-24|2026-01-24 13:04:01|
3471|6400148|160|2|2026-01-02|2026-01-02 17:08:05|
1925|6100025|160|1|2026-01-12|2026-01-22 11:32:02|
3178|6000146|160|1|2025-12-29|2026-01-08 16:23:04|
3471|6400048|160|1|2026-01-05|2026-01-07 14:59:03|
3471|6400325|160|2|2026-01-30|2026-01-30 10:05:05|
1925|6000051|160|1|2026-01-18|2026-01-22 14:05:05|
1925|6000118|160|2|2026-01-29|2026-01-29 11:23:02|
1614|6000091|160|1|2026-01-16|2026-01-19 17:38:04|
1925|6000047|160|1|2026-01-18|2026-01-22 14:05:04|
3471|6400106|160|2|2026-01-05|2026-01-05 12:14:04|
1614|6001098|160|2|2026-01-28|2026-01-28 16:24:01|
3043|6600118|520|5|2026-01-13|2026-01-19 18:30:04|
3471|6400068|160|1|2026-01-06|2026-01-09 11:57:01|
3471|6400237|160|2|2026-01-22|2026-01-22 15:02:01|
1925|6000113|160|1|2026-01-21|2026-01-29 11:24:03|
3471|6400029|160|2|2026-01-02|2026-01-02 16:54:02|
3471|6400232|160|1|2026-01-24|2026-01-28 15:10:03|
3471|6400196|160|2|2026-01-28|2026-01-28 23:24:02|
3577|6300038|521|1|2026-01-02|2026-01-07 11:44:02|
1925|6100108|160|1|2026-01-12|2026-01-22 19:01:03|
3897|6600515|240|2|2026-01-15|2026-01-15 11:00:08|
3178|6000230|160|2|2026-01-16|2026-01-16 08:31:01|
3043|6600189|520|2|2026-01-31|2026-01-31 13:51:01|
3178|6000155|160|2|2026-01-08|2026-01-08 16:36:04|
1614|6000074|160|1|2026-01-06|2026-01-08 10:05:04|
3471|6400177|160|2|2026-01-16|2026-01-16 10:44:02|
3471|6400173|160|1|2026-01-01|2026-01-07 15:07:03|
3471|6400130|160|1|2025-12-29|2026-01-02 13:02:01|
3471|6400011|160|2|2026-01-08|2026-01-08 11:16:03|
3178|6000236|160|2|2026-01-16|2026-01-16 19:17:03|
3471|6400088|160|1|2026-01-06|2026-01-08 15:45:02|
3178|6000953|160|2|2026-01-24|2026-01-24 13:42:01|
3577|6300070|521|2|2026-01-21|2026-01-21 17:23:01|
1925|6100032|160|1|2026-01-16|2026-01-24 12:13:01|
1925|6000046|160|1|2026-01-18|2026-01-22 14:05:03|
3471|6400061|160|1|2026-01-06|2026-01-09 16:01:03|
3471|6400021|160|1|2025-12-29|2026-01-02 11:46:03|
3577|6300025|521|2|2026-01-06|2026-01-06 11:18:01|
3471|6400155|160|2|2026-01-08|2026-01-08 17:22:04|
1925|6700025|160|2|2025-12-23|2026-01-13 10:52:07|
3471|6400089|160|2|2026-01-08|2026-01-08 16:37:02|
1614|6000084|160|2|2026-01-20|2026-01-20 11:18:03|
3577|6300021|521|1|2025-12-29|2026-01-05 19:02:01|
3178|6000954|160|1|2026-01-16|2026-01-24 13:42:01|
3471|6400122|160|2|2026-01-05|2026-01-05 12:13:03|
3178|6000231|160|2|2026-01-15|2026-01-15 20:38:01|
3471|6400122|160|1|2025-12-29|2026-01-05 12:13:03|
1614|6000511|160|2|2026-01-23|2026-01-23 19:24:02|
3577|6300022|521|1|2025-12-29|2026-01-06 11:18:00|
3178|6000518|160|1|2026-01-06|2026-01-13 22:28:02|
1614|6000069|160|2|2026-01-07|2026-01-07 20:03:00|
3471|6400014|160|2|2026-01-09|2026-01-09 18:05:09|
1925|6000111|160|1|2026-01-21|2026-01-29 11:24:04|
3471|6400186|160|1|2026-01-16|2026-01-20 17:50:04|
3471|6400175|160|2|2026-01-16|2026-01-16 10:44:02|
3043|6000065|523|2|2026-01-07|2026-01-07 16:39:01|
1614|6001098|160|1|2026-01-21|2026-01-28 16:24:01|
3153|6001838|240|2|2026-01-14|2026-01-14 14:09:04|
1614|6000074|160|2|2026-01-08|2026-01-08 10:05:04|
3471|6400208|160|2|2026-01-17|2026-01-17 11:39:03|
3471|6400182|160|1|2026-01-14|2026-01-16 11:23:05|
3178|6000534|160|1|2026-01-06|2026-01-15 16:40:06|
3471|6400025|160|1|2025-12-29|2026-01-02 17:50:08|
3471|6400099|160|1|2026-01-12|2026-01-15 09:13:01|
3577|6300022|521|2|2026-01-06|2026-01-06 11:18:00|
1925|6100030|160|1|2026-01-16|2026-01-24 12:09:04|
1925|6100039|160|2|2026-01-24|2026-01-24 12:36:03|
3471|6400213|160|2|2026-01-20|2026-01-20 16:17:03|
3471|6400094|160|1|2026-01-12|2026-01-15 08:44:02|
3178|6000735|160|2|2026-01-22|2026-01-22 13:43:03|
1925|6000027|160|1|2026-01-16|2026-01-22 14:00:03|
3471|6400062|160|2|2026-01-09|2026-01-09 16:01:02|
3471|6400147|160|2|2026-01-03|2026-01-03 00:54:02|
3471|6400220|160|1|2026-01-16|2026-01-20 12:40:04|
3471|6400212|160|2|2026-01-17|2026-01-17 11:17:04|
1925|6100610|160|2|2026-01-22|2026-01-22 19:04:01|
1925|6000031|160|1|2026-01-16|2026-01-22 13:59:04|
3577|6300021|521|2|2026-01-05|2026-01-05 19:02:01|
1647|6004560|240|2|2026-01-23|2026-01-23 16:17:10|
1925|6100038|160|1|2026-01-16|2026-01-24 13:04:01|
3471|6400364|160|1|2026-01-21|2026-01-28 13:12:02|
1614|6000086|160|1|2026-01-16|2026-01-20 11:18:04|
3577|6300109|521|1|2026-01-16|2026-01-27 11:03:01|
3471|6400028|160|2|2026-01-02|2026-01-02 13:48:01|
3471|6400019|160|1|2025-12-29|2026-01-02 19:08:02|
3471|6400016|160|2|2026-01-08|2026-01-08 11:16:04|
3471|6400082|160|2|2026-01-08|2026-01-08 15:45:03|
3471|6400063|160|1|2026-01-06|2026-01-08 18:20:10|
3471|6400164|160|1|2026-01-01|2026-01-05 12:38:08|
1925|6100029|160|2|2026-01-22|2026-01-22 11:40:02|
1925|6000043|160|2|2026-01-22|2026-01-22 14:06:03|
1614|6000727|160|1|2026-01-16|2026-01-20 18:31:03|
1614|6000078|160|1|2026-01-16|2026-01-20 11:17:04|
3178|6000738|160|1|2026-01-16|2026-01-22 11:22:03|
1614|6000515|160|1|2026-01-21|2026-01-28 13:35:02|
3178|6000943|160|1|2026-01-16|2026-01-23 16:25:03|
3471|6500051|160|1|2026-01-05|2026-01-07 17:40:05|
3471|6500051|160|2|2026-01-07|2026-01-07 17:40:05|
3471|6400217|160|1|2026-01-16|2026-01-19 18:01:03|
3178|6000237|160|1|2026-01-06|2026-01-16 20:15:01|
3178|6000535|160|2|2026-01-19|2026-01-19 13:00:04|
1905|6006286|160|1|2026-01-15|2026-01-15 18:02:18|
1925|6000030|160|2|2026-01-22|2026-01-22 13:59:02|
3471|6400062|160|1|2026-01-06|2026-01-09 16:01:02|
3471|6400249|160|1|2026-01-21|2026-01-28 14:24:02|
3471|6400009|160|2|2026-01-08|2026-01-08 14:49:01|
3043|6000116|523|2|2026-01-15|2026-01-15 16:13:01|
3471|6400195|160|2|2026-01-28|2026-01-28 23:25:02|
3178|6000909|160|1|2026-01-16|2026-01-23 18:25:01|
1925|6100105|160|2|2026-01-22|2026-01-22 18:57:02|
3471|6400207|160|1|2026-01-16|2026-01-17 11:39:02|
1925|6100107|160|2|2026-01-22|2026-01-22 19:00:05|
3471|6400325|160|1|2026-01-21|2026-01-30 10:05:05|
3178|6000235|160|1|2026-01-06|2026-01-15 20:38:02|
1925|6100037|160|1|2026-01-16|2026-01-24 12:30:02|
3471|6400010|160|1|2026-01-06|2026-01-08 11:27:03|
3471|6400084|160|2|2026-01-08|2026-01-08 17:14:04|
3471|6400255|160|1|2026-01-21|2026-01-28 14:24:04|
1614|6000093|160|2|2026-01-19|2026-01-19 17:38:05|
3471|6400148|160|1|2025-12-29|2026-01-02 17:08:05|
3178|6000147|160|1|2025-12-29|2026-01-08 16:23:03|
3471|6400252|160|1|2026-01-21|2026-01-28 14:24:04|
3178|6000954|160|2|2026-01-24|2026-01-24 13:42:01|
3471|6400044|160|1|2026-01-05|2026-01-07 16:14:05|
3471|6400250|160|2|2026-01-28|2026-01-28 14:24:03|
1925|6100108|160|2|2026-01-22|2026-01-22 19:01:03|
1925|6000052|160|2|2026-01-22|2026-01-22 14:05:02|
1925|6000117|160|1|2026-01-21|2026-01-29 11:23:03|
1925|6100036|160|1|2026-01-16|2026-01-24 12:28:02|
3178|6000971|160|2|2026-01-24|2026-01-24 12:02:13|
3471|6400079|160|2|2026-01-08|2026-01-08 16:17:05|
3178|6000230|160|1|2026-01-06|2026-01-16 08:31:01|
3178|6000536|160|1|2026-01-06|2026-01-15 16:40:07|
1925|6000049|160|1|2026-01-18|2026-01-22 14:05:05|
3471|6400046|160|2|2026-01-07|2026-01-07 16:06:03|
3471|6400271|160|2|2026-01-30|2026-01-30 20:26:01|
1925|6000043|160|1|2026-01-18|2026-01-22 14:06:03|
1925|6000031|160|2|2026-01-22|2026-01-22 13:59:04|
3471|6400174|160|2|2026-01-16|2026-01-16 10:44:03|
3471|6400008|160|2|2026-01-08|2026-01-08 15:45:04|
3178|6000519|160|1|2026-01-06|2026-01-13 22:28:01|
3471|6400247|160|2|2026-01-26|2026-01-26 11:44:04|
1925|6000027|160|2|2026-01-22|2026-01-22 14:00:03|
3471|6400081|160|2|2026-01-08|2026-01-08 15:44:02|
3178|6000150|160|1|2025-12-29|2026-01-08 17:37:04|
3471|6400012|160|2|2026-01-08|2026-01-08 16:38:09|
1925|6100035|160|1|2026-01-16|2026-01-24 12:26:01|
1647|6004513|240|2|2026-01-16|2026-01-16 17:32:07|
3471|6400251|160|2|2026-01-28|2026-01-28 14:24:03|
3897|6600372|240|2|2025-12-31|2026-01-12 12:16:02|
3471|6400060|160|1|2026-01-06|2026-01-08 15:16:01|
3471|6400146|160|2|2026-01-03|2026-01-03 00:54:01|
1647|6004560|240|5|2026-01-12|2026-01-23 16:17:10|
3471|6400218|160|1|2026-01-16|2026-01-19 18:01:02|
3471|6400095|160|1|2026-01-12|2026-01-15 08:44:01|
3471|6400216|160|2|2026-01-20|2026-01-20 12:39:01|
3471|6400009|160|1|2026-01-06|2026-01-08 14:49:01|
1925|6000034|160|2|2026-01-22|2026-01-22 13:59:01|
3471|6400210|160|2|2026-01-17|2026-01-17 11:17:03|
3471|6400045|160|2|2026-01-07|2026-01-07 16:14:05|
1614|6000094|160|2|2026-01-19|2026-01-19 17:38:08|
3577|6300039|521|1|2026-01-02|2026-01-15 13:54:01|
1925|6000114|160|2|2026-01-29|2026-01-29 11:24:03|
3471|6400242|160|2|2026-01-22|2026-01-22 15:02:02|
3471|6400176|160|1|2026-01-14|2026-01-16 10:44:01|
3471|6400160|160|1|2025-12-29|2026-01-03 12:28:01|
1925|6000034|160|1|2026-01-16|2026-01-22 13:59:01|
3471|6400365|160|2|2026-01-28|2026-01-28 13:12:01|
1925|6100040|160|1|2026-01-16|2026-01-24 12:58:04|
3471|6400162|160|2|2026-01-28|2026-01-28 14:30:03|
3471|6400157|160|1|2026-01-06|2026-01-08 17:22:05|
1925|6000120|160|2|2026-01-29|2026-01-29 11:23:04|
3471|6400200|160|2|2026-01-28|2026-01-28 23:25:01|
3178|6000972|160|2|2026-01-24|2026-01-24 12:02:13|
1614|6000076|160|2|2026-01-20|2026-01-20 11:17:03|
3471|6400183|160|2|2026-01-16|2026-01-16 11:23:05|
3577|6300091|521|1|2026-01-14|2026-01-19 18:47:01|
1925|6000032|160|2|2026-01-22|2026-01-22 13:59:01|
1925|6000050|160|1|2026-01-18|2026-01-22 14:05:04|
1925|6100103|160|2|2026-01-22|2026-01-22 18:55:02|
3471|6400380|160|2|2026-01-30|2026-01-30 09:49:04|
3471|6400194|160|1|2026-01-21|2026-01-28 23:25:02|
3471|6400026|160|1|2025-12-29|2026-01-02 17:51:03|
3471|6400005|160|2|2026-01-08|2026-01-08 11:02:03|
3471|6400121|160|2|2026-01-05|2026-01-05 12:21:00|
1614|6000070|160|2|2026-01-07|2026-01-07 20:03:02|
3043|6000064|523|2|2026-01-07|2026-01-07 16:40:01|
3471|6400243|160|2|2026-01-22|2026-01-22 15:02:02|
3178|6000871|160|2|2026-01-22|2026-01-22 14:02:03|
3471|6400244|160|2|2026-01-22|2026-01-22 15:23:02|
3471|6400177|160|1|2026-01-14|2026-01-16 10:44:02|
3471|6400173|160|2|2026-01-07|2026-01-07 15:07:03|
1614|6000085|160|2|2026-01-20|2026-01-20 11:18:03|
1614|6000079|160|2|2026-01-20|2026-01-20 11:17:05|
1614|6001099|160|1|2026-01-21|2026-01-28 16:34:05|
3471|6400238|160|1|2026-01-20|2026-01-22 09:57:03|
3471|6400165|160|1|2026-01-04|2026-01-08 16:37:01|
3471|6400112|160|1|2025-12-29|2026-01-05 12:21:04|
3471|6400002|160|2|2026-01-08|2026-01-08 15:17:03|
3178|6000917|160|2|2026-01-23|2026-01-23 13:03:05|
1614|6001100|160|2|2026-01-28|2026-01-28 16:48:06|
3471|6400197|160|1|2026-01-21|2026-01-28 23:24:02|
3471|6400076|160|1|2026-01-06|2026-01-08 16:37:03|
3178|6000847|160|2|2026-01-24|2026-01-24 12:17:03|
3471|6400209|160|2|2026-01-17|2026-01-17 11:17:02|
1614|6000507|160|2|2026-01-28|2026-01-28 13:34:02|
3178|6000841|160|2|2026-01-22|2026-01-22 13:43:05|
3471|6400030|160|1|2025-12-29|2026-01-02 16:54:01|
3471|6400241|160|1|2026-01-20|2026-01-26 09:17:02|
3471|6400158|160|1|2026-01-06|2026-01-08 17:22:06|
3471|6400253|160|2|2026-01-22|2026-01-22 17:27:05|
3471|6400003|160|1|2026-01-06|2026-01-08 15:17:01|
1925|6000114|160|1|2026-01-21|2026-01-29 11:24:03|
3471|6400236|160|1|2026-01-20|2026-01-22 15:02:01|
1614|6000509|160|1|2026-01-21|2026-01-28 13:34:03|
1925|6000045|160|2|2026-01-22|2026-01-22 14:06:03|
3178|6000872|160|1|2026-01-16|2026-01-22 14:02:04|
3471|6400053|160|2|2026-01-08|2026-01-08 10:23:01|
3471|6400065|160|1|2026-01-06|2026-01-08 17:13:05|
3471|6400030|160|2|2026-01-02|2026-01-02 16:54:01|
3471|6400155|160|1|2026-01-06|2026-01-08 17:22:04|
3471|6400085|160|2|2026-01-08|2026-01-08 17:14:07|
3471|6400027|160|1|2025-12-29|2026-01-02 13:47:02|
3178|6000152|160|2|2026-01-08|2026-01-08 18:28:08|
3577|6300132|521|5|2026-01-28|2026-01-28 14:57:02|
3471|6400073|160|2|2026-01-09|2026-01-09 16:38:04|
3471|6400185|160|1|2026-01-16|2026-01-20 18:24:04|
1925|6000033|160|1|2026-01-16|2026-01-22 13:59:03|
1925|6100035|160|2|2026-01-24|2026-01-24 12:26:01|
3471|6400153|160|2|2026-01-05|2026-01-05 12:13:02|
3471|6400165|160|2|2026-01-08|2026-01-08 16:37:01|
3178|6000148|160|2|2026-01-08|2026-01-08 17:08:02|
3043|6600188|520|2|2026-01-31|2026-01-31 13:50:02|
1925|6100028|160|2|2026-01-22|2026-01-22 17:03:05|
1925|6100030|160|2|2026-01-24|2026-01-24 12:09:04|
1925|6000047|160|2|2026-01-22|2026-01-22 14:05:04|
3471|6400069|160|1|2026-01-06|2026-01-09 11:58:02|
3471|6400185|160|2|2026-01-20|2026-01-20 18:24:04|
3471|6400013|160|1|2026-01-06|2026-01-08 16:38:09|
1614|6000515|160|2|2026-01-28|2026-01-28 13:35:02|
3471|6400234|160|1|2026-01-20|2026-01-22 15:22:02|
3178|6000517|160|2|2026-01-13|2026-01-13 21:54:01|
3178|6000735|160|1|2026-01-16|2026-01-22 13:43:03|
3043|6600095|523|5|2026-01-12|2026-01-19 18:48:01|
3471|6400006|160|2|2026-01-08|2026-01-08 14:49:01|
1614|6000082|160|2|2026-01-20|2026-01-20 11:18:02|
3471|6400193|160|1|2026-01-21|2026-01-28 23:25:03|
3471|6400157|160|2|2026-01-08|2026-01-08 17:22:05|
3471|6400235|160|2|2026-01-22|2026-01-22 15:23:03|
1614|6000083|160|1|2026-01-16|2026-01-20 11:18:02|
1925|6000116|160|2|2026-01-29|2026-01-29 11:23:02|
1925|6100029|160|1|2026-01-12|2026-01-22 11:40:02|
3471|6400004|160|1|2026-01-06|2026-01-08 11:02:04|
3471|6400208|160|1|2026-01-16|2026-01-17 11:39:03|
1614|6000513|160|1|2026-01-21|2026-01-28 13:34:04|
1614|6000080|160|2|2026-01-20|2026-01-20 11:17:06|
3471|6400236|160|2|2026-01-22|2026-01-22 15:02:01|
3577|6300070|521|1|2026-01-09|2026-01-21 17:23:01|
1925|6100033|160|2|2026-01-24|2026-01-24 12:24:02|
3178|6000146|160|2|2026-01-08|2026-01-08 16:23:04|
3471|6400196|160|1|2026-01-21|2026-01-28 23:24:02|
3178|6000536|160|2|2026-01-15|2026-01-15 16:40:07|
3471|6400112|160|2|2026-01-05|2026-01-05 12:21:04|
3577|6300125|521|2|2026-01-27|2026-01-27 11:03:00|
3471|6400179|160|2|2026-01-16|2026-01-16 10:11:04|
3178|6000156|160|1|2025-12-29|2026-01-08 18:45:03|
3471|6400084|160|1|2026-01-06|2026-01-08 17:14:04|
1614|6000080|160|1|2026-01-16|2026-01-20 11:17:06|
3043|6000076|523|2|2026-01-08|2026-01-08 14:19:02|
1614|6000073|160|1|2026-01-06|2026-01-08 09:59:00|
3471|6400292|160|2|2026-01-30|2026-01-30 20:27:01|
3178|6000149|160|2|2026-01-08|2026-01-08 17:32:04|
3178|6000918|160|1|2026-01-16|2026-01-23 13:04:02|
3577|6300025|521|1|2025-12-22|2026-01-06 11:18:01|
3471|6400065|160|2|2026-01-08|2026-01-08 17:13:05|
3577|6300138|521|5|2026-01-28|2026-01-28 14:48:01|
1925|6000118|160|1|2026-01-21|2026-01-29 11:23:02|
3471|6400201|160|1|2026-01-21|2026-01-28 23:25:01|
3471|6400292|160|1|2026-01-21|2026-01-30 20:27:01|
3471|6400087|160|1|2026-01-06|2026-01-08 15:45:02|
1614|6000082|160|1|2026-01-16|2026-01-20 11:18:02|
3471|6400219|160|2|2026-01-20|2026-01-20 12:40:05|
3471|6400002|160|1|2026-01-06|2026-01-08 15:17:03|
1925|6100031|160|2|2026-01-24|2026-01-24 12:10:07|
3471|6400078|160|2|2026-01-08|2026-01-08 16:17:04|
3471|6400203|160|2|2026-01-09|2026-01-09 12:45:04|
3178|6000232|160|2|2026-01-15|2026-01-15 22:15:01|
3471|6400210|160|1|2026-01-16|2026-01-17 11:17:03|
1925|6000044|160|1|2026-01-18|2026-01-22 14:06:01|
1925|6000110|160|1|2026-01-21|2026-01-29 11:24:01|
3471|6400178|160|1|2026-01-14|2026-01-16 10:11:03|
1925|6100041|160|2|2026-01-24|2026-01-24 12:36:03|
